C,D,K,dataflow,compulsory_miss,l1_misses,l2_misses,l1_miss_ratio,l2_miss_ratio
320,1280,49,WS,32000,40113920,0,0.499665179,0
320,128,196,WS,8384,16049600,0,0.499790737,0
320,128,784,WS,24512,64207040,0,0.499858,0
320,1280,49,RIS,32000,1633280,0,0.020344388,0
320,128,196,RIS,8384,530816,0,0.016529815,0
320,128,784,RIS,24512,2000768,0,0.015576172,0
320,1280,49,ROS,9236,3256320,0,0.264889629,0
320,128,196,ROS,5780,324480,0,0.016497032,0
320,128,784,ROS,24512,4910976,0,0.028060493,0
320,1280,49,RWS,32000,40113920,0,0.499665179,0
320,128,196,RWS,8384,16049600,0,0.499790737,0
320,128,784,RWS,24512,64207040,0,0.499858,0
352,128,784,IS,26336,2201472,0,0.015580611,0
352,128,196,IS,9056,584064,0,0.016534526,0
352,128,784,OS,26336,4910976,0,0.026596467,0
352,128,196,OS,5780,324480,0,0.016497032,0
352,128,784,WS,26336,70627744,0,0.499858,0
352,128,196,WS,9056,17654560,0,0.499790737,0
352,128,784,RIS,26336,2201472,0,0.015580611,0
352,128,196,RIS,9056,584064,0,0.016534526,0
352,128,784,ROS,26336,4910976,0,0.026596467,0
352,128,196,ROS,5780,324480,0,0.016497032,0
352,128,784,RWS,26336,70627744,0,0.499858,0
352,128,196,RWS,9056,17654560,0,0.499790737,0
384,64,196,IS,7360,318656,0,0.016538451,0
384,128,196,IS,9728,637312,0,0.016538451,0
384,128,784,IS,28160,2402176,0,0.01558431,0
384,96,196,IS,8544,477984,0,0.016538451,0
384,64,196,OS,4164,162240,0,0.016497032,0
384,128,196,OS,5780,324480,0,0.016497032,0
384,128,784,OS,28160,4910976,0,0.025277634,0
384,96,196,OS,4972,243360,0,0.016497032,0
384,64,196,WS,7360,9627264,0,0.499661193,0
384,128,196,WS,9728,19259520,0,0.499790737,0
384,128,784,WS,28160,77048448,0,0.499858,0
384,96,196,WS,8544,14443392,0,0.499747555,0
384,64,196,RIS,7360,318656,0,0.016538451,0
384,128,196,RIS,9728,637312,0,0.016538451,0
384,128,784,RIS,28160,2402176,0,0.01558431,0
384,96,196,RIS,8544,477984,0,0.016538451,0
384,64,196,ROS,4164,162240,0,0.016497032,0
384,128,196,ROS,5780,324480,0,0.016497032,0
384,128,784,ROS,28160,4910976,0,0.025277634,0
384,96,196,ROS,4972,243360,0,0.016497032,0
384,64,196,RWS,7360,9627264,0,0.499661193,0
384,128,196,RWS,9728,19259520,0,0.499790737,0
384,128,784,RWS,28160,77048448,0,0.499858,0
384,96,196,RWS,8544,14443392,0,0.499747555,0
400,48,64,IS,2992,0,0,0,0
400,32,484,IS,14192,395808,0,0.015972366,0
400,48,64,OS,640,0,0,0,0
400,32,484,OS,14192,479136,0,0.018370517,0
400,48,64,WS,2992,2454800,0,0.499430339,0
400,32,484,WS,14192,12377200,0,0.49946733,0
400,48,64,RIS,2992,0,0,0,0
400,32,484,RIS,14192,395808,0,0.015972366,0
400,48,64,ROS,640,0,0,0,0
400,32,484,ROS,14192,479136,0,0.018370517,0
400,48,64,RWS,2992,2454800,0,0.499430339,0
400,32,484,RWS,14192,12377200,0,0.49946733,0
416,128,784,IS,29984,2602880,0,0.01558744,0
416,128,196,IS,10400,690560,0,0.016541773,0
416,128,784,OS,29984,4910976,0,0.024083415,0
416,128,196,OS,5780,324480,0,0.016497032,0
416,128,784,WS,29984,83469152,0,0.499858,0
416,128,196,WS,10400,20864480,0,0.499790737,0
416,128,784,RIS,29984,2602880,0,0.01558744,0
416,128,196,RIS,10400,690560,0,0.016541773,0
416,128,784,ROS,29984,4910976,0,0.024083415,0
416,128,196,ROS,5780,324480,0,0.016497032,0
416,128,784,RWS,29984,83469152,0,0.499858,0
416,128,196,RWS,10400,20864480,0,0.499790737,0
448,128,784,IS,31808,2803584,0,0.015590123,0
448,128,196,IS,11072,743808,0,0.01654462,0
448,128,784,OS,31808,4910976,0,0.022996945,0
448,128,196,OS,5780,324480,0,0.016497032,0
448,128,784,WS,31808,89889856,0,0.499858,0
448,128,196,WS,11072,22469440,0,0.499790737,0
448,128,784,RIS,31808,2803584,0,0.015590123,0
448,128,196,RIS,11072,743808,0,0.01654462,0
448,128,784,ROS,31808,4910976,0,0.022996945,0
448,128,196,ROS,5780,324480,0,0.016497032,0
448,128,784,RWS,31808,89889856,0,0.499858,0
448,128,196,RWS,11072,22469440,0,0.499790737,0
464,464,196,IS,25520,2792816,0,0.016545896,0
464,464,49,IS,17168,859328,0,0.02036418,0
464,464,196,OS,14264,1176240,0,0.016497032,0
464,464,49,OS,3473,89088,0,0.01999167,0
464,464,196,WS,25520,84376544,0,0.499884544,0
464,464,49,WS,17168,21083696,0,0.499637139,0
464,464,196,RIS,25520,2792816,0,0.016545896,0
464,464,49,RIS,17168,859328,0,0.02036418,0
464,464,196,ROS,14264,1176240,0,0.016497032,0
464,464,49,ROS,3473,89088,0,0.01999167,0
464,464,196,RWS,25520,84376544,0,0.499884544,0
464,464,49,RWS,17168,21083696,0,0.499637139,0
480,64,144,IS,6816,275904,0,0.015592448,0
480,128,196,IS,11744,797056,0,0.016547088,0
480,128,784,IS,33632,3004288,0,0.015592448,0
480,480,144,IS,23040,2069280,0,0.015592448,0
480,16,144,IS,4944,0,0,0,0
480,96,144,IS,8064,413856,0,0.015592448,0
480,192,144,IS,11808,827712,0,0.015592448,0
480,64,144,OS,2448,82368,0,0.015516493,0
480,128,196,OS,5780,324480,0,0.016497032,0
480,128,784,OS,33632,4910976,0,0.022004272,0
480,480,144,OS,9936,617760,0,0.015516493,0
480,16,144,OS,1584,0,0,0,0
480,96,144,OS,3024,123552,0,0.015516493,0
480,192,144,OS,4752,247104,0,0.015516493,0
480,64,144,WS,6816,8841120,0,0.499647352,0
480,128,196,WS,11744,24074400,0,0.499790737,0
480,128,784,WS,33632,96310560,0,0.499858,0
480,480,144,WS,23040,66336480,0,0.499858941,0
480,16,144,WS,4944,2207040,0,0.498914931,0
480,96,144,WS,8064,13263840,0,0.499728733,0
480,192,144,WS,11808,26532000,0,0.499810113,0
480,64,144,RIS,6816,275904,0,0.015592448,0
480,128,196,RIS,11744,797056,0,0.016547088,0
480,128,784,RIS,33632,3004288,0,0.015592448,0
480,480,144,RIS,23040,2069280,0,0.015592448,0
480,16,144,RIS,4944,0,0,0,0
480,96,144,RIS,8064,413856,0,0.015592448,0
480,192,144,RIS,11808,827712,0,0.015592448,0
480,64,144,ROS,2448,82368,0,0.015516493,0
480,128,196,ROS,5780,324480,0,0.016497032,0
480,128,784,ROS,33632,4910976,0,0.022004272,0
480,480,144,ROS,9936,617760,0,0.015516493,0
480,16,144,ROS,1584,0,0,0,0
480,96,144,ROS,3024,123552,0,0.015516493,0
480,192,144,ROS,4752,247104,0,0.015516493,0
480,64,144,RWS,6816,8841120,0,0.499647352,0
480,128,196,RWS,11744,24074400,0,0.499790737,0
480,128,784,RWS,33632,96310560,0,0.499858,0
480,480,144,RWS,23040,66336480,0,0.499858941,0
480,16,144,RWS,4944,2207040,0,0.498914931,0
480,96,144,RWS,8064,13263840,0,0.499728733,0
480,192,144,RWS,11808,26532000,0,0.499810113,0
512,24,144,IS,5848,0,0,0,0
512,256,784,IS,45824,6409984,0,0.015594482,0
512,2048,49,IS,75776,4186112,0,0.020368304,0
512,112,144,IS,9200,515088,0,0.015594482,0
512,128,9,IS,4736,0,0,0,0
512,1024,784,IS,108032,25639936,0,0.015594482,0
512,144,144,IS,10512,662256,0,0.015594482,0
512,160,144,IS,11168,735840,0,0.015594482,0
512,512,144,IS,25600,2354688,0,0.015594482,0
512,64,144,IS,7232,294336,0,0.015594482,0
512,32,144,IS,5920,0,0,0,0
512,128,49,IS,6656,261632,0,0.020368304,0
512,128,784,IS,35456,3204992,0,0.015594482,0
512,128,196,IS,12416,850304,0,0.016549247,0
512,128,144,IS,9856,588672,0,0.015594482,0
512,24,144,OS,1800,0,0,0,0
512,256,784,OS,45824,9821952,0,0.02109375,0
512,2048,49,OS,14660,5210112,0,0.264889629,0
512,112,144,OS,3312,144144,0,0.015516493,0
512,128,9,OS,209,0,0,0,0
512,1024,784,OS,108032,655014912,0,0.351679605,0
512,144,144,OS,3888,185328,0,0.015516493,0
512,160,144,OS,4176,205920,0,0.015516493,0
512,512,144,OS,10512,11271168,0,0.265407986,0
512,64,144,OS,2448,82368,0,0.015516493,0
512,32,144,OS,1872,0,0,0,0
512,128,49,OS,1100,24576,0,0.01999167,0
512,128,784,OS,35456,4910976,0,0.02109375,0
512,128,196,OS,5780,324480,0,0.016497032,0
512,128,144,OS,3600,164736,0,0.015516493,0
512,24,144,WS,5848,3533312,0,0.499204282,0
512,256,784,WS,45824,205487616,0,0.499919035,0
512,2048,49,WS,75776,102692864,0,0.499671158,0
512,112,144,WS,9200,16506880,0,0.499751984,0
512,128,9,WS,4736,1175040,0,0.498046875,0
512,1024,784,WS,108032,822025728,0,0.499964811,0
512,144,144,WS,10512,21224448,0,0.499782986,0
512,160,144,WS,11168,23583232,0,0.499793837,0
512,512,144,WS,25600,75476480,0,0.499860975,0
512,64,144,WS,7232,9430528,0,0.499647352,0
512,32,144,WS,5920,4712960,0,0.499403212,0
512,128,49,WS,6656,6416384,0,0.499521684,0
512,128,784,WS,35456,102731264,0,0.499858,0
512,128,196,WS,12416,25679360,0,0.499790737,0
512,128,144,WS,9856,18865664,0,0.499769423,0
512,24,144,RIS,5848,0,0,0,0
512,256,784,RIS,45824,6409984,0,0.015594482,0
512,2048,49,RIS,75776,4186112,0,0.020368304,0
512,112,144,RIS,9200,515088,0,0.015594482,0
512,128,9,RIS,4736,0,0,0,0
512,1024,784,RIS,108032,25639936,0,0.015594482,0
512,144,144,RIS,10512,662256,0,0.015594482,0
512,160,144,RIS,11168,735840,0,0.015594482,0
512,512,144,RIS,25600,2354688,0,0.015594482,0
512,64,144,RIS,7232,294336,0,0.015594482,0
512,32,144,RIS,5920,0,0,0,0
512,128,49,RIS,6656,261632,0,0.020368304,0
512,128,784,RIS,35456,3204992,0,0.015594482,0
512,128,196,RIS,12416,850304,0,0.016549247,0
512,128,144,RIS,9856,588672,0,0.015594482,0
512,24,144,ROS,1800,0,0,0,0
512,256,784,ROS,45824,9821952,0,0.02109375,0
512,2048,49,ROS,14660,5210112,0,0.264889629,0
512,112,144,ROS,3312,144144,0,0.015516493,0
512,128,9,ROS,209,0,0,0,0
512,1024,784,ROS,108032,655014912,0,0.351679605,0
512,144,144,ROS,3888,185328,0,0.015516493,0
512,160,144,ROS,4176,205920,0,0.015516493,0
512,512,144,ROS,10512,11271168,0,0.265407986,0
512,64,144,ROS,2448,82368,0,0.015516493,0
512,32,144,ROS,1872,0,0,0,0
512,128,49,ROS,1100,24576,0,0.01999167,0
512,128,784,ROS,35456,4910976,0,0.02109375,0
512,128,196,ROS,5780,324480,0,0.016497032,0
512,128,144,ROS,3600,164736,0,0.015516493,0
512,24,144,RWS,5848,3533312,0,0.499204282,0
512,256,784,RWS,45824,205487616,0,0.499919035,0
512,2048,49,RWS,75776,102692864,0,0.499671158,0
512,112,144,RWS,9200,16506880,0,0.499751984,0
512,128,9,RWS,4736,1175040,0,0.498046875,0
512,1024,784,RWS,108032,822025728,0,0.499964811,0
512,144,144,RWS,10512,21224448,0,0.499782986,0
512,160,144,RWS,11168,23583232,0,0.499793837,0
512,512,144,RWS,25600,75476480,0,0.499860975,0
512,64,144,RWS,7232,9430528,0,0.499647352,0
512,32,144,RWS,5920,4712960,0,0.499403212,0
512,128,49,RWS,6656,6416384,0,0.499521684,0
512,128,784,RWS,35456,102731264,0,0.499858,0
512,128,196,RWS,12416,25679360,0,0.499790737,0
512,128,144,RWS,9856,18865664,0,0.499769423,0
528,32,144,IS,6096,0,0,0,0
528,256,144,IS,15504,1214208,0,0.015595407,0
528,128,144,IS,10128,607104,0,0.015595407,0
528,128,9,IS,4880,0,0,0,0
528,528,144,IS,26928,2504304,0,0.015595407,0
528,160,144,IS,11472,758880,0,0.015595407,0
528,32,144,OS,1872,0,0,0,0
528,256,144,OS,5904,329472,0,0.015516493,0
528,128,144,OS,3600,164736,0,0.015516493,0
528,128,9,OS,209,0,0,0,0
528,528,144,OS,10800,11623392,0,0.265407986,0
528,160,144,OS,4176,205920,0,0.015516493,0
528,32,144,WS,6096,4860240,0,0.499403212,0
528,256,144,WS,15504,38915184,0,0.499830458,0
528,128,144,WS,10128,19455216,0,0.499769423,0
528,128,9,WS,4880,1211760,0,0.498046875,0
528,528,144,WS,26928,80267616,0,0.4998619,0
528,160,144,WS,11472,24320208,0,0.499793837,0
528,32,144,RIS,6096,0,0,0,0
528,256,144,RIS,15504,1214208,0,0.015595407,0
528,128,144,RIS,10128,607104,0,0.015595407,0
528,128,9,RIS,4880,0,0,0,0
528,528,144,RIS,26928,2504304,0,0.015595407,0
528,160,144,RIS,11472,758880,0,0.015595407,0
528,32,144,ROS,1872,0,0,0,0
528,256,144,ROS,5904,329472,0,0.015516493,0
528,128,144,ROS,3600,164736,0,0.015516493,0
528,128,9,ROS,209,0,0,0,0
528,528,144,ROS,10800,11623392,0,0.265407986,0
528,160,144,ROS,4176,205920,0,0.015516493,0
528,32,144,RWS,6096,4860240,0,0.499403212,0
528,256,144,RWS,15504,38915184,0,0.499830458,0
528,128,144,RWS,10128,19455216,0,0.499769423,0
528,128,9,RWS,4880,1211760,0,0.498046875,0
528,528,144,RWS,26928,80267616,0,0.4998619,0
528,160,144,RWS,11472,24320208,0,0.499793837,0
544,128,196,IS,13088,903552,0,0.016551152,0
544,128,49,IS,7040,278016,0,0.020370648,0
544,128,196,OS,5780,324480,0,0.016497032,0
544,128,49,OS,1100,24576,0,0.01999167,0
544,128,196,WS,13088,27284320,0,0.499790737,0
544,128,49,WS,7040,6817408,0,0.499521684,0
544,128,196,RIS,13088,903552,0,0.016551152,0
544,128,49,RIS,7040,278016,0,0.020370648,0
544,128,196,ROS,5780,324480,0,0.016497032,0
544,128,49,ROS,1100,24576,0,0.01999167,0
544,128,196,RWS,13088,27284320,0,0.499790737,0
544,128,49,RWS,7040,6817408,0,0.499521684,0
576,576,49284,IS,3570048,2040854400,1020427200,0.031203342,0.015601671
576,64,2916,IS,119424,6734400,0,0.015662062,0
576,128,12100,IS,537536,111091264,0,0.031131647,0
576,160,49,IS,8704,368000,0,0.020372732,0
576,96,1089,IS,49824,3808800,0,0.01581272,0
576,128,196,IS,13760,956800,0,0.016552845,0
576,96,196,IS,12192,717600,0,0.016552845,0
576,576,2704,IS,215424,55972800,0,0.015597873,0
576,128,49,IS,7424,294400,0,0.020372732,0
576,192,2704,IS,136704,18657600,0,0.015597873,0
576,64,49284,IS,1974144,225184128,0,0.030986276,0
576,576,49284,OS,3570048,1.40E+12,87460371648,0.966830094,0.060396328
576,64,2916,OS,119424,34140480,0,0.039392171,0
576,128,12100,OS,537536,1172344704,0,0.054739473,0
576,160,49,OS,1326,30720,0,0.01999167,0
576,96,1089,OS,49824,7206912,0,0.02447165,0
576,128,196,OS,5780,324480,0,0.016497032,0
576,96,196,OS,4972,243360,0,0.016497032,0
576,576,2704,OS,215424,4267442880,0,0.618213941,0
576,128,49,OS,1100,24576,0,0.01999167,0
576,192,2704,OS,136704,87706944,0,0.038117667,0
576,64,49284,OS,1974144,9717819072,0,0.060396328,0
576,576,49284,WS,3570048,32700701376,1020427200,0.49997255,0.015601671
576,64,2916,WS,119424,214883136,0,0.499749496,0
576,128,12100,WS,537536,1783776960,0,0.499876517,0
576,160,49,WS,8704,9023616,0,0.499553571,0
576,96,1089,WS,49824,120391488,0,0.49982065,0
576,128,196,WS,13760,28889280,0,0.499790737,0
576,96,196,WS,12192,21665088,0,0.499747555,0
576,576,2704,WS,215424,1794126528,0,0.499967095,0
576,128,49,WS,7424,7218432,0,0.499521684,0
576,192,2704,WS,136704,597977280,0,0.499912841,0
576,64,49284,WS,1974144,3631833792,111803328,0.499755483,0.015384604
576,576,49284,RIS,3570048,2040854400,1020427200,0.031203342,0.015601671
576,64,2916,RIS,119424,6734400,0,0.015662062,0
576,128,12100,RIS,537536,111091264,0,0.031131647,0
576,160,49,RIS,8704,368000,0,0.020372732,0
576,96,1089,RIS,49824,3808800,0,0.01581272,0
576,128,196,RIS,13760,956800,0,0.016552845,0
576,96,196,RIS,12192,717600,0,0.016552845,0
576,576,2704,RIS,215424,55972800,0,0.015597873,0
576,128,49,RIS,7424,294400,0,0.020372732,0
576,192,2704,RIS,136704,18657600,0,0.015597873,0
576,64,49284,RIS,1974144,225184128,0,0.030986276,0
576,576,49284,ROS,3570048,1.40E+12,87460371648,0.966830094,0.060396328
576,64,2916,ROS,119424,34140480,0,0.039392171,0
576,128,12100,ROS,537536,1172344704,0,0.054739473,0
576,160,49,ROS,1326,30720,0,0.01999167,0
576,96,1089,ROS,49824,7206912,0,0.02447165,0
576,128,196,ROS,5780,324480,0,0.016497032,0
576,96,196,ROS,4972,243360,0,0.016497032,0
576,576,2704,ROS,215424,4267442880,0,0.618213941,0
576,128,49,ROS,1100,24576,0,0.01999167,0
576,192,2704,ROS,136704,87706944,0,0.038117667,0
576,64,49284,ROS,1974144,9717819072,0,0.060396328,0
576,576,49284,RWS,3570048,32700701376,1020427200,0.49997255,0.015601671
576,64,2916,RWS,119424,214883136,0,0.499749496,0
576,128,12100,RWS,537536,1783776960,0,0.499876517,0
576,160,49,RWS,8704,9023616,0,0.499553571,0
576,96,1089,RWS,49824,120391488,0,0.49982065,0
576,128,196,RWS,13760,28889280,0,0.499790737,0
576,96,196,RWS,12192,21665088,0,0.499747555,0
576,576,2704,RWS,215424,1794126528,0,0.499967095,0
576,128,49,RWS,7424,7218432,0,0.499521684,0
576,192,2704,RWS,136704,597977280,0,0.499912841,0
576,64,49284,RWS,1974144,3631833792,111803328,0.499755483,0.015384604
600,64,64,IS,5056,0,0,0,0
600,64,64,OS,768,0,0,0,0
600,64,64,WS,5056,4910400,0,0.499511719,0
600,64,64,RIS,5056,0,0,0,0
600,64,64,ROS,768,0,0,0,0
600,64,64,RWS,5056,4910400,0,0.499511719,0
608,128,196,IS,14432,1010048,0,0.01655436,0
608,128,49,IS,7808,310784,0,0.020374597,0
608,128,196,OS,5780,324480,0,0.016497032,0
608,128,49,OS,1100,24576,0,0.01999167,0
608,128,196,WS,14432,30494240,0,0.499790737,0
608,128,49,WS,7808,7619456,0,0.499521684,0
608,128,196,RIS,14432,1010048,0,0.01655436,0
608,128,49,RIS,7808,310784,0,0.020374597,0
608,128,196,ROS,5780,324480,0,0.016497032,0
608,128,49,ROS,1100,24576,0,0.01999167,0
608,128,196,RWS,14432,30494240,0,0.499790737,0
608,128,49,RWS,7808,7619456,0,0.499521684,0
640,128,196,IS,15104,1063296,0,0.016555724,0
640,128,49,IS,8192,327168,0,0.020376276,0
640,128,196,OS,5780,324480,0,0.016497032,0
640,128,49,OS,1100,24576,0,0.01999167,0
640,128,196,WS,15104,32099200,0,0.499790737,0
640,128,49,WS,8192,8020480,0,0.499521684,0
640,128,196,RIS,15104,1063296,0,0.016555724,0
640,128,49,RIS,8192,327168,0,0.020376276,0
640,128,196,ROS,5780,324480,0,0.016497032,0
640,128,49,ROS,1100,24576,0,0.01999167,0
640,128,196,RWS,15104,32099200,0,0.499790737,0
640,128,49,RWS,8192,8020480,0,0.499521684,0
672,128,49,IS,8576,343552,0,0.020377794,0
672,128,196,IS,15776,1116544,0,0.016556958,0
672,128,49,OS,1100,24576,0,0.01999167,0
672,128,196,OS,5780,324480,0,0.016497032,0
672,128,49,WS,8576,8421504,0,0.499521684,0
672,128,196,WS,15776,33704160,0,0.499790737,0
672,128,49,RIS,8576,343552,0,0.020377794,0
672,128,196,RIS,15776,1116544,0,0.016556958,0
672,128,49,ROS,1100,24576,0,0.01999167,0
672,128,196,ROS,5780,324480,0,0.016497032,0
672,128,49,RWS,8576,8421504,0,0.499521684,0
672,128,196,RWS,15776,33704160,0,0.499790737,0
704,128,49,IS,8960,359936,0,0.020379174,0
704,128,196,IS,16448,1169792,0,0.016558079,0
704,128,49,OS,1100,24576,0,0.01999167,0
704,128,196,OS,5780,324480,0,0.016497032,0
704,128,49,WS,8960,8822528,0,0.499521684,0
704,128,196,WS,16448,35309120,0,0.499790737,0
704,128,49,RIS,8960,359936,0,0.020379174,0
704,128,196,RIS,16448,1169792,0,0.016558079,0
704,128,49,ROS,1100,24576,0,0.01999167,0
704,128,196,ROS,5780,324480,0,0.016497032,0
704,128,49,RWS,8960,8822528,0,0.499521684,0
704,128,196,RWS,16448,35309120,0,0.499790737,0
720,192,5041,IS,296832,87079488,0,0.031239599,0
720,720,5041,IS,487440,327173760,0,0.031299456,0
720,192,5041,OS,296832,305786880,0,0.043874089,0
720,720,5041,OS,487440,18459478800,0,0.706280848,0
720,192,5041,WS,296832,1393499520,0,0.499915278,0
720,720,5041,WS,487440,5226248880,0,0.499975134,0
720,192,5041,RIS,296832,87079488,0,0.031239599,0
720,720,5041,RIS,487440,327173760,0,0.031299456,0
720,192,5041,ROS,296832,305786880,0,0.043874089,0
720,720,5041,ROS,487440,18459478800,0,0.706280848,0
720,192,5041,RWS,296832,1393499520,0,0.499915278,0
720,720,5041,RWS,487440,5226248880,0,0.499975134,0
736,128,49,IS,9344,376320,0,0.020380435,0
736,128,196,IS,17120,1223040,0,0.016559103,0
736,128,49,OS,1100,24576,0,0.01999167,0
736,128,196,OS,5780,324480,0,0.016497032,0
736,128,49,WS,9344,9223552,0,0.499521684,0
736,128,196,WS,17120,36914080,0,0.499790737,0
736,128,49,RIS,9344,376320,0,0.020380435,0
736,128,196,RIS,17120,1223040,0,0.016559103,0
736,128,49,ROS,1100,24576,0,0.01999167,0
736,128,196,ROS,5780,324480,0,0.016497032,0
736,128,49,RWS,9344,9223552,0,0.499521684,0
736,128,196,RWS,17120,36914080,0,0.499790737,0
768,160,289,IS,25312,2331680,0,0.016414585,0
768,128,196,IS,17792,1276288,0,0.016560042,0
768,192,289,IS,27456,2798016,0,0.016414585,0
768,128,289,IS,23168,1865344,0,0.016414585,0
768,128,49,IS,9728,392704,0,0.02038159,0
768,160,289,OS,11421,875520,0,0.016379114,0
768,128,196,OS,5780,324480,0,0.016497032,0
768,192,289,OS,12607,1050624,0,0.016379114,0
768,128,289,OS,10235,700416,0,0.016379114,0
768,128,49,OS,1100,24576,0,0.01999167,0
768,160,289,WS,25312,71002368,0,0.499843209,0
768,128,196,WS,17792,38519040,0,0.499790737,0
768,192,289,WS,27456,85205760,0,0.49986033,0
768,128,289,WS,23168,56798976,0,0.499817528,0
768,128,49,WS,9728,9624576,0,0.499521684,0
768,160,289,RIS,25312,2331680,0,0.016414585,0
768,128,196,RIS,17792,1276288,0,0.016560042,0
768,192,289,RIS,27456,2798016,0,0.016414585,0
768,128,289,RIS,23168,1865344,0,0.016414585,0
768,128,49,RIS,9728,392704,0,0.02038159,0
768,160,289,ROS,11421,875520,0,0.016379114,0
768,128,196,ROS,5780,324480,0,0.016497032,0
768,192,289,ROS,12607,1050624,0,0.016379114,0
768,128,289,ROS,10235,700416,0,0.016379114,0
768,128,49,ROS,1100,24576,0,0.01999167,0
768,160,289,RWS,25312,71002368,0,0.499843209,0
768,128,196,RWS,17792,38519040,0,0.499790737,0
768,192,289,RWS,27456,85205760,0,0.49986033,0
768,128,289,RWS,23168,56798976,0,0.499817528,0
768,128,49,RWS,9728,9624576,0,0.499521684,0
800,96,484,IS,32576,2377824,0,0.015992381,0
800,128,1,IS,7328,0,0,0,0
800,128,196,IS,18464,1329536,0,0.016560906,0
800,64,64,IS,6656,0,0,0,0
800,128,49,IS,10112,409088,0,0.020382653,0
800,128,64,IS,10112,409088,0,0.015605469,0
800,96,484,OS,20884,1437408,0,0.015979313,0
800,128,1,OS,137,0,0,0,0
800,128,196,OS,5780,324480,0,0.016497032,0
800,64,64,OS,768,0,0,0,0
800,128,49,OS,1100,24576,0,0.01999167,0
800,128,64,OS,1280,32256,0,0.015380859,0
800,96,484,WS,32576,74312800,0,0.499800921,0
800,128,1,WS,7328,197600,0,0.482421875,0
800,128,196,WS,18464,40124000,0,0.499790737,0
800,64,64,WS,6656,6547200,0,0.499511719,0
800,128,49,WS,10112,10025600,0,0.499521684,0
800,128,64,WS,10112,13097600,0,0.499633789,0
800,96,484,RIS,32576,2377824,0,0.015992381,0
800,128,1,RIS,7328,0,0,0,0
800,128,196,RIS,18464,1329536,0,0.016560906,0
800,64,64,RIS,6656,0,0,0,0
800,128,49,RIS,10112,409088,0,0.020382653,0
800,128,64,RIS,10112,409088,0,0.015605469,0
800,96,484,ROS,20884,1437408,0,0.015979313,0
800,128,1,ROS,137,0,0,0,0
800,128,196,ROS,5780,324480,0,0.016497032,0
800,64,64,ROS,768,0,0,0,0
800,128,49,ROS,1100,24576,0,0.01999167,0
800,128,64,ROS,1280,32256,0,0.015380859,0
800,96,484,RWS,32576,74312800,0,0.499800921,0
800,128,1,RWS,7328,197600,0,0.482421875,0
800,128,196,RWS,18464,40124000,0,0.499790737,0
800,64,64,RWS,6656,6547200,0,0.499511719,0
800,128,49,RWS,10112,10025600,0,0.499521684,0
800,128,64,RWS,10112,13097600,0,0.499633789,0
