C,D,K,dataflow,compulsory_miss,l1_misses,l2_misses,l1_miss_ratio,l2_miss_ratio
832,256,25,IS,15488,425472,0,0.019975962,0
832,32,25,IS,3392,0,0,0,0
832,48,25,IS,4256,0,0,0,0
832,128,196,IS,19136,1382784,0,0.016561703,0
832,160,25,IS,10304,0,0,0,0
832,128,25,IS,8576,0,0,0,0
832,384,25,IS,22400,638208,0,0.019975962,0
832,832,25,IS,46592,1382784,0,0.019975962,0
832,128,49,IS,10496,425472,0,0.020383634,0
832,192,25,IS,12032,0,0,0,0
832,256,25,OS,962,12288,0,0.0192,0
832,32,25,OS,164,0,0,0,0
832,48,25,OS,221,0,0,0,0
832,128,196,OS,5780,324480,0,0.016497032,0
832,160,25,OS,620,0,0,0,0
832,128,25,OS,506,0,0,0,0
832,384,25,OS,1418,18432,0,0.0192,0
832,832,25,OS,3014,549536,0,0.2642,0
832,128,49,OS,1100,24576,0,0.01999167,0
832,192,25,OS,734,0,0,0,0
832,256,25,WS,15488,10634624,0,0.499296875,0
832,32,25,WS,3392,1327872,0,0.49875,0
832,48,25,WS,4256,1992640,0,0.498958333,0
832,128,196,WS,19136,41728960,0,0.499790737,0
832,160,25,WS,10304,6646016,0,0.49925,0
832,128,25,WS,8576,5316480,0,0.49921875,0
832,384,25,WS,22400,15952768,0,0.499322917,0
832,832,25,WS,46592,34566272,0,0.499350962,0
832,128,49,WS,10496,10426624,0,0.499521684,0
832,192,25,WS,12032,7975552,0,0.499270833,0
832,256,25,RIS,15488,425472,0,0.019975962,0
832,32,25,RIS,3392,0,0,0,0
832,48,25,RIS,4256,0,0,0,0
832,128,196,RIS,19136,1382784,0,0.016561703,0
832,160,25,RIS,10304,0,0,0,0
832,128,25,RIS,8576,0,0,0,0
832,384,25,RIS,22400,638208,0,0.019975962,0
832,832,25,RIS,46592,1382784,0,0.019975962,0
832,128,49,RIS,10496,425472,0,0.020383634,0
832,192,25,RIS,12032,0,0,0,0
832,256,25,ROS,962,12288,0,0.0192,0
832,32,25,ROS,164,0,0,0,0
832,48,25,ROS,221,0,0,0,0
832,128,196,ROS,5780,324480,0,0.016497032,0
832,160,25,ROS,620,0,0,0,0
832,128,25,ROS,506,0,0,0,0
832,384,25,ROS,1418,18432,0,0.0192,0
832,832,25,ROS,3014,549536,0,0.2642,0
832,128,49,ROS,1100,24576,0,0.01999167,0
832,192,25,ROS,734,0,0,0,0
832,256,25,RWS,15488,10634624,0,0.499296875,0
832,32,25,RWS,3392,1327872,0,0.49875,0
832,48,25,RWS,4256,1992640,0,0.498958333,0
832,128,196,RWS,19136,41728960,0,0.499790737,0
832,160,25,RWS,10304,6646016,0,0.49925,0
832,128,25,RWS,8576,5316480,0,0.49921875,0
832,384,25,RWS,22400,15952768,0,0.499322917,0
832,832,25,RWS,46592,34566272,0,0.499350962,0
832,128,49,RWS,10496,10426624,0,0.499521684,0
832,192,25,RWS,12032,7975552,0,0.499270833,0
864,96,1089,IS,71424,5716512,0,0.015821887,0
864,128,576,IS,42624,3976704,0,0.015606916,0
864,864,1089,IS,165888,51448608,0,0.015821887,0
864,128,196,IS,19808,1436032,0,0.016562441,0
864,128,49,IS,10880,441856,0,0.020384543,0
864,208,100,IS,18736,1256528,0,0.017479745,0
864,96,1089,OS,71424,7206912,0,0.018727693,0
864,128,576,OS,29952,2649600,0,0.015597873,0
864,864,1089,OS,165888,1075337856,0,0.310482763,0
864,128,196,OS,5780,324480,0,0.016497032,0
864,128,49,OS,1100,24576,0,0.01999167,0
864,208,100,OS,3456,144144,0,0.017325,0
864,96,1089,WS,71424,180587232,0,0.49982065,0
864,128,576,WS,42624,127363968,0,0.499850803,0
864,864,1089,WS,165888,1625762016,0,0.499967318,0
864,128,196,WS,19808,43333920,0,0.499790737,0
864,128,49,WS,10880,10827648,0,0.499521684,0
864,208,100,WS,18736,35925120,0,0.499759615,0
864,96,1089,RIS,71424,5716512,0,0.015821887,0
864,128,576,RIS,42624,3976704,0,0.015606916,0
864,864,1089,RIS,165888,51448608,0,0.015821887,0
864,128,196,RIS,19808,1436032,0,0.016562441,0
864,128,49,RIS,10880,441856,0,0.020384543,0
864,208,100,RIS,18736,1256528,0,0.017479745,0
864,96,1089,ROS,71424,7206912,0,0.018727693,0
864,128,576,ROS,29952,2649600,0,0.015597873,0
864,864,1089,ROS,165888,1075337856,0,0.310482763,0
864,128,196,ROS,5780,324480,0,0.016497032,0
864,128,49,ROS,1100,24576,0,0.01999167,0
864,208,100,ROS,3456,144144,0,0.017325,0
864,96,1089,RWS,71424,180587232,0,0.49982065,0
864,128,576,RWS,42624,127363968,0,0.499850803,0
864,864,1089,RWS,165888,1625762016,0,0.499967318,0
864,128,196,RWS,19808,43333920,0,0.499790737,0
864,128,49,RWS,10880,10827648,0,0.499521684,0
864,208,100,RWS,18736,35925120,0,0.499759615,0
896,128,49,IS,11264,458240,0,0.020385386,0
896,128,196,IS,20480,1489280,0,0.016563126,0
896,128,187,IS,19456,1374720,0,0.016024876,0
896,192,187,IS,23808,2062080,0,0.016024876,0
896,128,49,OS,1100,24576,0,0.01999167,0
896,128,196,OS,5780,324480,0,0.016497032,0
896,128,187,OS,5276,285696,0,0.01595699,0
896,192,187,OS,6792,428544,0,0.01595699,0
896,128,49,WS,11264,11228672,0,0.499521684,0
896,128,196,WS,20480,44938880,0,0.499790737,0
896,128,187,WS,19456,42875392,0,0.49979111,0
896,192,187,WS,23808,64318464,0,0.499832888,0
896,128,49,RIS,11264,458240,0,0.020385386,0
896,128,196,RIS,20480,1489280,0,0.016563126,0
896,128,187,RIS,19456,1374720,0,0.016024876,0
896,192,187,RIS,23808,2062080,0,0.016024876,0
896,128,49,ROS,1100,24576,0,0.01999167,0
896,128,196,ROS,5780,324480,0,0.016497032,0
896,128,187,ROS,5276,285696,0,0.01595699,0
896,192,187,ROS,6792,428544,0,0.01595699,0
896,128,49,RWS,11264,11228672,0,0.499521684,0
896,128,196,RWS,20480,44938880,0,0.499790737,0
896,128,187,RWS,19456,42875392,0,0.49979111,0
896,192,187,RWS,23808,64318464,0,0.499832888,0
928,1024,49,IS,67200,3796992,0,0.020386172,0
928,128,196,IS,21152,1542528,0,0.016563765,0
928,128,49,IS,11648,474624,0,0.020386172,0
928,1024,49,OS,7428,2605056,0,0.264889629,0
928,128,196,OS,5780,324480,0,0.016497032,0
928,128,49,OS,1100,24576,0,0.01999167,0
928,1024,49,WS,67200,93063552,0,0.499661193,0
928,128,196,WS,21152,46543840,0,0.499790737,0
928,128,49,WS,11648,11629696,0,0.499521684,0
928,1024,49,RIS,67200,3796992,0,0.020386172,0
928,128,196,RIS,21152,1542528,0,0.016563765,0
928,128,49,RIS,11648,474624,0,0.020386172,0
928,1024,49,ROS,7428,2605056,0,0.264889629,0
928,128,196,ROS,5780,324480,0,0.016497032,0
928,128,49,ROS,1100,24576,0,0.01999167,0
928,1024,49,RWS,67200,93063552,0,0.499661193,0
928,128,196,RWS,21152,46543840,0,0.499790737,0
928,128,49,RWS,11648,11629696,0,0.499521684,0
960,128,49,IS,12032,491008,0,0.020386905,0
960,128,196,IS,21824,1595776,0,0.01656436,0
960,160,49,IS,14080,613760,0,0.020386905,0
960,320,49,IS,24320,1227520,0,0.020386905,0
960,128,49,OS,1100,24576,0,0.01999167,0
960,128,196,OS,5780,324480,0,0.016497032,0
960,160,49,OS,1326,30720,0,0.01999167,0
960,320,49,OS,2456,61440,0,0.01999167,0
960,128,49,WS,12032,12030720,0,0.499521684,0
960,128,196,WS,21824,48148800,0,0.499790737,0
960,160,49,WS,14080,15039360,0,0.499553571,0
960,320,49,WS,24320,30082560,0,0.499617347,0
960,128,49,RIS,12032,491008,0,0.020386905,0
960,128,196,RIS,21824,1595776,0,0.01656436,0
960,160,49,RIS,14080,613760,0,0.020386905,0
960,320,49,RIS,24320,1227520,0,0.020386905,0
960,128,49,ROS,1100,24576,0,0.01999167,0
960,128,196,ROS,5780,324480,0,0.016497032,0
960,160,49,ROS,1326,30720,0,0.01999167,0
960,320,49,ROS,2456,61440,0,0.01999167,0
960,128,49,RWS,12032,12030720,0,0.499521684,0
960,128,196,RWS,21824,48148800,0,0.499790737,0
960,160,49,RWS,14080,15039360,0,0.499553571,0
960,320,49,RWS,24320,30082560,0,0.499617347,0
992,128,196,IS,22496,1649024,0,0.016564917,0
992,128,49,IS,12416,507392,0,0.020387591,0
992,128,196,OS,5780,324480,0,0.016497032,0
992,128,49,OS,1100,24576,0,0.01999167,0
992,128,196,WS,22496,49753760,0,0.499790737,0
992,128,49,WS,12416,12431744,0,0.499521684,0
992,128,196,RIS,22496,1649024,0,0.016564917,0
992,128,49,RIS,12416,507392,0,0.020387591,0
992,128,196,ROS,5780,324480,0,0.016497032,0
992,128,49,ROS,1100,24576,0,0.01999167,0
992,128,196,RWS,22496,49753760,0,0.499790737,0
992,128,49,RWS,12416,12431744,0,0.499521684,0
1008,224,100,IS,22736,1578976,0,0.017482639,0
1008,224,100,OS,3668,155232,0,0.017325,0
1008,224,100,WS,22736,45137232,0,0.499765625,0
1008,224,100,RIS,22736,1578976,0,0.017482639,0
1008,224,100,ROS,3668,155232,0,0.017325,0
1008,224,100,RWS,22736,45137232,0,0.499765625,0
1024,512,196,IS,52736,6809088,0,0.01656544,0
1024,2048,196,IS,171008,27236352,0,0.01656544,0
1024,256,196,IS,33024,3404544,0,0.01656544,0
1024,1,1,IS,2049,0,0,0,0
1024,512,196,OS,15476,20885376,0,0.26546068,0
1024,2048,196,OS,54260,83541504,0,0.26546068,0
1024,256,196,OS,9012,648960,0,0.016497032,0
1024,1,1,OS,3,0,0,0,0
1024,512,196,WS,52736,205474816,0,0.499887895,0
1024,2048,196,WS,171008,821939200,0,0.499912184,0
1024,256,196,WS,33024,102730752,0,0.499855509,0
1024,1,1,WS,2049,0,0,0,0
1024,512,196,RIS,52736,6809088,0,0.01656544,0
1024,2048,196,RIS,171008,27236352,0,0.01656544,0
1024,256,196,RIS,33024,3404544,0,0.01656544,0
1024,1,1,RIS,2049,0,0,0,0
1024,512,196,ROS,15476,20885376,0,0.26546068,0
1024,2048,196,ROS,54260,83541504,0,0.26546068,0
1024,256,196,ROS,9012,648960,0,0.016497032,0
1024,1,1,ROS,3,0,0,0,0
1024,512,196,RWS,52736,205474816,0,0.499887895,0
1024,2048,196,RWS,171008,821939200,0,0.499912184,0
1024,256,196,RWS,33024,102730752,0,0.499855509,0
1024,1,1,RWS,2049,0,0,0,0
1120,160,187,IS,26560,2148480,0,0.016028457,0
1120,192,187,IS,29184,2578176,0,0.016028457,0
1120,160,187,OS,6034,357120,0,0.01595699,0
1120,192,187,OS,6792,428544,0,0.01595699,0
1120,160,187,WS,26560,66996160,0,0.499816176,0
1120,192,187,WS,29184,80398080,0,0.499832888,0
1120,160,187,RIS,26560,2148480,0,0.016028457,0
1120,192,187,RIS,29184,2578176,0,0.016028457,0
1120,160,187,ROS,6034,357120,0,0.01595699,0
1120,192,187,ROS,6792,428544,0,0.01595699,0
1120,160,187,RWS,26560,66996160,0,0.499816176,0
1120,192,187,RWS,29184,80398080,0,0.499832888,0
1152,32,2916,IS,218976,6740256,0,0.015675681,0
1152,32,144,IS,12960,0,0,0,0
1152,256,2916,IS,276096,53922048,0,0.015675681,0
1152,192,576,IS,62208,7955712,0,0.015611437,0
1152,32,25,IS,4672,0,0,0,0
1152,32,676,IS,53216,1583776,0,0.015888563,0
1152,128,12100,IS,978176,222279424,0,0.031145224,0
1152,1,1,IS,2305,0,0,0,0
1152,1152,12100,IS,1827072,2007491328,1003745664,0.031253838,0.015626919
1152,256,100,IS,28288,2062592,0,0.017484809,0
1152,384,48,IS,32256,1325952,0,0.015611437,0
1152,128,676,IS,64256,6335104,0,0.015888563,0
1152,32,2916,OS,218976,17070240,0,0.028709548,0
1152,32,144,OS,1872,0,0,0,0
1152,256,2916,OS,276096,136561920,0,0.028709548,0
1152,192,576,OS,34560,3974400,0,0.015597873,0
1152,32,25,OS,164,0,0,0,0
1152,32,676,OS,31796,928800,0,0.015878843,0
1152,128,12100,OS,978176,1172344704,0,0.048658874,0
1152,1,1,OS,3,0,0,0,0
1152,1152,12100,OS,1827072,1.70E+11,10551102336,0.782458954,0.048658874
1152,256,100,OS,4092,177408,0,0.017325,0
1152,384,48,OS,2448,54144,0,0.015299479,0
1152,128,676,OS,39980,3715200,0,0.015878843,0
1152,32,2916,WS,218976,214777728,0,0.499504351,0
1152,32,144,WS,12960,10604160,0,0.499403212,0
1152,256,2916,WS,276096,1719697536,0,0.499933355,0
1152,192,576,WS,62208,254748672,0,0.499891493,0
1152,32,25,WS,4672,1838592,0,0.49875,0
1152,32,676,WS,53216,49788288,0,0.499479937,0
1152,128,12100,WS,978176,3567553920,110752128,0.499876517,0.015518304
1152,1,1,WS,2305,0,0,0,0
1152,1152,12100,WS,1827072,32114961792,1003745664,0.499985132,0.015626919
1152,256,100,WS,28288,58955904,0,0.499775391,0
1152,384,48,WS,32256,42436224,0,0.499633789,0
1152,128,676,WS,64256,199301760,0,0.499852649,0
1152,32,2916,RIS,218976,6740256,0,0.015675681,0
1152,32,144,RIS,12960,0,0,0,0
1152,256,2916,RIS,276096,53922048,0,0.015675681,0
1152,192,576,RIS,62208,7955712,0,0.015611437,0
1152,32,25,RIS,4672,0,0,0,0
1152,32,676,RIS,53216,1583776,0,0.015888563,0
1152,128,12100,RIS,978176,222279424,0,0.031145224,0
1152,1,1,RIS,2305,0,0,0,0
1152,1152,12100,RIS,1827072,2007491328,1003745664,0.031253838,0.015626919
1152,256,100,RIS,28288,2062592,0,0.017484809,0
1152,384,48,RIS,32256,1325952,0,0.015611437,0
1152,128,676,RIS,64256,6335104,0,0.015888563,0
1152,32,2916,ROS,218976,17070240,0,0.028709548,0
1152,32,144,ROS,1872,0,0,0,0
1152,256,2916,ROS,276096,136561920,0,0.028709548,0
1152,192,576,ROS,34560,3974400,0,0.015597873,0
1152,32,25,ROS,164,0,0,0,0
1152,32,676,ROS,31796,928800,0,0.015878843,0
1152,128,12100,ROS,978176,1172344704,0,0.048658874,0
1152,1,1,ROS,3,0,0,0,0
1152,1152,12100,ROS,1827072,1.70E+11,10551102336,0.782458954,0.048658874
1152,256,100,ROS,4092,177408,0,0.017325,0
1152,384,48,ROS,2448,54144,0,0.015299479,0
1152,128,676,ROS,39980,3715200,0,0.015878843,0
1152,32,2916,RWS,218976,214777728,0,0.499504351,0
1152,32,144,RWS,12960,10604160,0,0.499403212,0
1152,256,2916,RWS,276096,1719697536,0,0.499933355,0
1152,192,576,RWS,62208,254748672,0,0.499891493,0
1152,32,25,RWS,4672,1838592,0,0.49875,0
1152,32,676,RWS,53216,49788288,0,0.499479937,0
1152,128,12100,RWS,978176,3567553920,110752128,0.499876517,0.015518304
1152,1,1,RWS,2305,0,0,0,0
1152,1152,12100,RWS,1827072,32114961792,1003745664,0.499985132,0.015626919
1152,256,100,RWS,28288,58955904,0,0.499775391,0
1152,384,48,RWS,32256,42436224,0,0.499633789,0
1152,128,676,RWS,64256,199301760,0,0.499852649,0
1200,128,1,IS,10928,0,0,0,0
1200,64,961,IS,81904,4680896,0,0.015855663,0
1200,128,1,OS,137,0,0,0,0
1200,64,961,OS,66369,3747840,0,0.015852374,0
1200,128,1,WS,10928,296400,0,0.482421875,0
1200,64,961,WS,81904,147531600,0,0.49973579,0
1200,128,1,RIS,10928,0,0,0,0
1200,64,961,RIS,81904,4680896,0,0.015855663,0
1200,128,1,ROS,137,0,0,0,0
1200,64,961,ROS,66369,3747840,0,0.015852374,0
1200,128,1,RWS,10928,296400,0,0.482421875,0
1200,64,961,RWS,81904,147531600,0,0.49973579,0
1280,192,64,IS,21248,982272,0,0.015612793,0
1280,384,64,IS,37376,1964544,0,0.015612793,0
1280,448,64,IS,42752,2291968,0,0.015612793,0
1280,1,1,IS,2561,0,0,0,0
1280,320,64,IS,32000,1637120,0,0.015612793,0
1280,192,64,OS,1792,48384,0,0.015380859,0
1280,384,64,OS,3328,96768,0,0.015380859,0
1280,448,64,OS,3840,112896,0,0.015380859,0
1280,1,1,OS,3,0,0,0,0
1280,320,64,OS,2816,80640,0,0.015380859,0
1280,192,64,WS,21248,31436800,0,0.499674479,0
1280,384,64,WS,37376,62878720,0,0.499715169,0
1280,448,64,WS,42752,73359360,0,0.499720982,0
1280,1,1,WS,2561,0,0,0,0
1280,320,64,WS,32000,52398080,0,0.499707031,0
1280,192,64,RIS,21248,982272,0,0.015612793,0
1280,384,64,RIS,37376,1964544,0,0.015612793,0
1280,448,64,RIS,42752,2291968,0,0.015612793,0
1280,1,1,RIS,2561,0,0,0,0
1280,320,64,RIS,32000,1637120,0,0.015612793,0
1280,192,64,ROS,1792,48384,0,0.015380859,0
1280,384,64,ROS,3328,96768,0,0.015380859,0
1280,448,64,ROS,3840,112896,0,0.015380859,0
1280,1,1,ROS,3,0,0,0,0
1280,320,64,ROS,2816,80640,0,0.015380859,0
1280,192,64,RWS,21248,31436800,0,0.499674479,0
1280,384,64,RWS,37376,62878720,0,0.499715169,0
1280,448,64,RWS,42752,73359360,0,0.499720982,0
1280,1,1,RWS,2561,0,0,0,0
1280,320,64,RWS,32000,52398080,0,0.499707031,0
1296,288,100,IS,34416,2610720,0,0.017486497,0
1296,288,100,OS,4516,199584,0,0.017325,0
1296,288,100,WS,34416,74617200,0,0.499782986,0
1296,288,100,RIS,34416,2610720,0,0.017486497,0
1296,288,100,ROS,4516,199584,0,0.017325,0
1296,288,100,RWS,34416,74617200,0,0.499782986,0
1344,192,187,IS,34560,3094272,0,0.016030844,0
1344,192,187,OS,6792,428544,0,0.01595699,0
1344,192,187,WS,34560,96477696,0,0.499832888,0
1344,192,187,RIS,34560,3094272,0,0.016030844,0
1344,192,187,ROS,6792,428544,0,0.01595699,0
1344,192,187,RWS,34560,96477696,0,0.499832888,0
1440,320,9,IS,30560,0,0,0,0
1440,320,100,IS,41120,3223360,0,0.017487847,0
1440,320,9,OS,509,0,0,0,0
1440,320,100,OS,4940,221760,0,0.017325,0
1440,320,9,WS,30560,8264160,0,0.498177083,0
1440,320,100,WS,41120,92121120,0,0.499789063,0
1440,320,9,RIS,30560,0,0,0,0
1440,320,100,RIS,41120,3223360,0,0.017487847,0
1440,320,9,ROS,509,0,0,0,0
1440,320,100,ROS,4940,221760,0,0.017325,0
1440,320,9,RWS,30560,8264160,0,0.498177083,0
1440,320,100,RWS,41120,92121120,0,0.499789063,0
1728,384,9,IS,43584,0,0,0,0
1728,192,225,IS,49536,4973760,0,0.016657022,0
1728,1728,225,IS,238464,44763840,0,0.016657022,0
1728,320,225,IS,65280,8289600,0,0.016657022,0
1728,384,9,OS,609,0,0,0,0
1728,192,225,OS,8955,645120,0,0.016592593,0
1728,1728,225,OS,53595,92897280,0,0.265481481,0
1728,320,225,OS,12675,1075200,0,0.016592593,0
1728,384,9,WS,43584,11900736,0,0.498191551,0
1728,192,225,WS,49536,149252544,0,0.49984375,0
1728,1728,225,WS,238464,1343480256,0,0.49992091,0
1728,320,225,WS,65280,248771520,0,0.499878472,0
1728,384,9,RIS,43584,0,0,0,0
1728,192,225,RIS,49536,4973760,0,0.016657022,0
1728,1728,225,RIS,238464,44763840,0,0.016657022,0
1728,320,225,RIS,65280,8289600,0,0.016657022,0
1728,384,9,ROS,609,0,0,0,0
1728,192,225,ROS,8955,645120,0,0.016592593,0
1728,1728,225,ROS,53595,92897280,0,0.265481481,0
1728,320,225,ROS,12675,1075200,0,0.016592593,0
1728,384,9,RWS,43584,11900736,0,0.498191551,0
1728,192,225,RWS,49536,149252544,0,0.49984375,0
1728,1728,225,RWS,238464,1343480256,0,0.49992091,0
1728,320,225,RWS,65280,248771520,0,0.499878472,0
2048,512,49,IS,75776,4192256,0,0.020398198,0
2048,320,64,IS,50432,2620160,0,0.015617371,0
2048,1,1,IS,4097,0,0,0,0
2048,192,64,IS,33536,1572096,0,0.015617371,0
2048,448,64,IS,67328,3668224,0,0.015617371,0
2048,384,64,IS,58880,3144192,0,0.015617371,0
2048,512,49,OS,3812,1302528,0,0.264889629,0
2048,320,64,OS,2816,80640,0,0.015380859,0
2048,1,1,OS,3,0,0,0,0
2048,192,64,OS,1792,48384,0,0.015380859,0
2048,448,64,OS,3840,112896,0,0.015380859,0
2048,384,64,OS,3328,96768,0,0.015380859,0
2048,512,49,WS,75776,102686720,0,0.499641263,0
2048,320,64,WS,50432,83836928,0,0.499707031,0
2048,1,1,WS,4097,0,0,0,0
2048,192,64,WS,33536,50298880,0,0.499674479,0
2048,448,64,WS,67328,117374976,0,0.499720982,0
2048,384,64,WS,58880,100605952,0,0.499715169,0
2048,512,49,RIS,75776,4192256,0,0.020398198,0
2048,320,64,RIS,50432,2620160,0,0.015617371,0
2048,1,1,RIS,4097,0,0,0,0
2048,192,64,RIS,33536,1572096,0,0.015617371,0
2048,448,64,RIS,67328,3668224,0,0.015617371,0
2048,384,64,RIS,58880,3144192,0,0.015617371,0
2048,512,49,ROS,3812,1302528,0,0.264889629,0
2048,320,64,ROS,2816,80640,0,0.015380859,0
2048,1,1,ROS,3,0,0,0,0
2048,192,64,ROS,1792,48384,0,0.015380859,0
2048,448,64,ROS,3840,112896,0,0.015380859,0
2048,384,64,ROS,3328,96768,0,0.015380859,0
2048,512,49,RWS,75776,102686720,0,0.499641263,0
2048,320,64,RWS,50432,83836928,0,0.499707031,0
2048,1,1,RWS,4097,0,0,0,0
2048,192,64,RWS,33536,50298880,0,0.499674479,0
2048,448,64,RWS,67328,117374976,0,0.499720982,0
2048,384,64,RWS,58880,100605952,0,0.499715169,0
2304,512,676,IS,194816,50702848,0,0.015895465,0
2304,256,2916,IS,505344,107890944,0,0.015682491,0
2304,256,144,IS,59904,5306112,0,0.015618218,0
2304,2304,2916,IS,1175040,971018496,0,0.015682491,0
2304,512,676,OS,72716,248551296,0,0.265578362,0
2304,256,2916,OS,505344,136561920,0,0.018613883,0
2304,256,144,OS,5904,329472,0,0.015516493,0
2304,2304,2916,OS,1175040,20557746432,0,0.311343901,0
2304,512,676,WS,194816,1594711296,0,0.499945827,0
2304,256,2916,WS,505344,3439395072,0,0.499933355,0
2304,256,144,WS,59904,169811712,0,0.499830458,0
2304,2304,2916,WS,1175040,30957928704,0,0.499987832,0
2304,512,676,RIS,194816,50702848,0,0.015895465,0
2304,256,2916,RIS,505344,107890944,0,0.015682491,0
2304,256,144,RIS,59904,5306112,0,0.015618218,0
2304,2304,2916,RIS,1175040,971018496,0,0.015682491,0
2304,512,676,ROS,72716,248551296,0,0.265578362,0
2304,256,2916,ROS,505344,136561920,0,0.018613883,0
2304,256,144,ROS,5904,329472,0,0.015516493,0
2304,2304,2916,ROS,1175040,20557746432,0,0.311343901,0
2304,512,676,RWS,194816,1594711296,0,0.499945827,0
2304,256,2916,RWS,505344,3439395072,0,0.499933355,0
2304,256,144,RWS,59904,169811712,0,0.499830458,0
2304,2304,2916,RWS,1175040,30957928704,0,0.499987832,0
2592,384,1089,IS,267552,68651136,0,0.015834109,0
2592,384,1089,OS,127773,28827648,0,0.015825675,0
2592,384,1089,WS,267552,2167583328,0,0.499944401,0
2592,384,1089,RIS,267552,68651136,0,0.015834109,0
2592,384,1089,ROS,127773,28827648,0,0.015825675,0
2592,384,1089,RWS,267552,2167583328,0,0.499944401,0
4032,384,36,IS,110016,4643712,0,0.020828166,0
4032,384,36,OS,2124,40320,0,0.02025463,0
4032,384,36,WS,110016,111367872,0,0.499511719,0
4032,384,36,RIS,110016,4643712,0,0.020828166,0
4032,384,36,ROS,2124,40320,0,0.02025463,0
4032,384,36,RWS,110016,111367872,0,0.499511719,0
4096,1,1,IS,8193,0,0,0,0
4096,1,1,OS,3,0,0,0,0
4096,1,1,WS,8193,0,0,0,0
4096,1,1,RIS,8193,0,0,0,0
4096,1,1,ROS,3,0,0,0,0
4096,1,1,RWS,8193,0,0,0,0
4608,512,25,IS,157696,4717568,0,0.01999566,0
4608,512,144,IS,193536,21229056,0,0.015621609,0
4608,512,676,IS,367616,101427712,0,0.015898916,0
4608,4608,676,IS,1723392,912849408,0,0.015898916,0
4608,4608,144,IS,1410048,191061504,0,0.015621609,0
4608,512,25,OS,1874,338176,0,0.2642,0
4608,512,144,OS,10512,11271168,0,0.265407986,0
4608,512,676,OS,72716,248551296,0,0.265578362,0
4608,4608,676,OS,421900,2236961664,0,0.265578362,0
4608,4608,144,OS,84240,101440512,0,0.265407986,0
4608,512,25,WS,157696,117808128,0,0.499335938,0
4608,512,144,WS,193536,679288320,0,0.499860975,0
4608,512,676,WS,367616,3189422592,0,0.499945827,0
4608,4608,676,WS,1723392,28706388480,0,0.499973435,0
4608,4608,144,WS,1410048,6113926656,0,0.499888102,0
4608,512,25,RIS,157696,4717568,0,0.01999566,0
4608,512,144,RIS,193536,21229056,0,0.015621609,0
4608,512,676,RIS,367616,101427712,0,0.015898916,0
4608,4608,676,RIS,1723392,912849408,0,0.015898916,0
4608,4608,144,RIS,1410048,191061504,0,0.015621609,0
4608,512,25,ROS,1874,338176,0,0.2642,0
4608,512,144,ROS,10512,11271168,0,0.265407986,0
4608,512,676,ROS,72716,248551296,0,0.265578362,0
4608,4608,676,ROS,421900,2236961664,0,0.265578362,0
4608,4608,144,ROS,84240,101440512,0,0.265407986,0
4608,512,25,RWS,157696,117808128,0,0.499335938,0
4608,512,144,RWS,193536,679288320,0,0.499860975,0
4608,512,676,RWS,367616,3189422592,0,0.499945827,0
4608,4608,676,RWS,1723392,28706388480,0,0.499973435,0
4608,4608,144,RWS,1410048,6113926656,0,0.499888102,0
25088,1,1,IS,50177,0,0,0,0
25088,1,1,OS,3,0,0,0,0
25088,1,1,WS,50177,0,0,0,0
25088,1,1,RIS,50177,0,0,0,0
25088,1,1,ROS,3,0,0,0,0
25088,1,1,RWS,50177,0,0,0,0
